Category,Product Name,Weight,MRP
Grocery,Amul Pure Ghee Jar,0.0,335.0
Grocery,DMart Premia Bajari,0.0,63.0
Home & Kitchen,Scotch Brite Spone Wipe Saver,0.0,75.0
Packaged Food,Chheda's Kachori,150.0,65.0
Baby Care,Mamy Poko Pants Extra Absorb - Large,0.0,599.0
Grocery,DMart Premia Kaju (240) Special,100.0,203.0
Grocery,DMart Premia Kaju (240) Special,200.0,394.0
Grocery,DMart Premia Kaju (240) Special,500.0,762.0
Packaged Food,Britannia Fudge It Chocolate Brownie Cake,120.0,90.0
Packaged Food,Amul Dark Chocolate,125.0,200.0
Packaged Food,Cadbury Dairy Milk Crispello Chocolate Bar,35.0,45.0
Personal Care & Beauty,Stayfree Secure Cottony Soft Regular,0.0,105.0
Home & Kitchen,Tide Detergent Bar,0.0,115.0
Home & Kitchen,Tide Detergent Bar,80.0,10.0
Packaged Food,Pringles Potato Chips - Sour Cream & Onion,107.0,125.0
Packaged Food,Unibic Cashew Badam Cookies,450.0,160.0
Packaged Food,Lijjat Udad Papad Mini,200.0,77.0
Packaged Food,Lijjat Udad Papad Mini,500.0,190.0
Packaged Food,Lijjat Udad Papad Mini,0.0,366.0
Personal Care & Beauty,Emami Kesh King Anti-Hairfall Shampoo,0.0,699.0
Dairy & Beverages,Wagh Bakri Masala Tea,200.0,170.0
Grocery,Satyam Makhana,50.0,145.0
Packaged Food,Unibic Fruit & Nut Cookies,450.0,200.0
Grocery,DMart Premia Sabja (Basil Seeds),100.0,37.0
Grocery,Tata Sampann Organic Unpolished Kabuli Chana,500.0,148.0
Baby Care,Huggies Wonder Pants - Extra Large,0.0,1499.0
Home Utility & Organisers,Gala Laxmi Grass Broom,0.0,205.0
Personal Care & Beauty,TRESemmé Keratin Smooth Conditioner,0.0,318.0
Dairy & Beverages,Girnar Masala Instant Premix Chai,140.0,150.0
Packaged Food,Cadbury Dairy Milk Crackle Bar,36.0,55.0
Personal Care & Beauty,Pantene Pro-V Hairfall Control Shampoo,0.0,214.0
Personal Care & Beauty,Pantene Pro-V Hairfall Control Shampoo,0.0,1020.0
Home Utility & Organisers,Gala Kingkong Grass Broom,0.0,235.0
Personal Care & Beauty,Godrej Liquid Germ Fighter Lime & Eucalyptus Handwash,0.0,99.0
Personal Care & Beauty,Oral-B Cavity Defence Soft Toothbrush,0.0,135.0
Home & Kitchen,Pitambari Rooperi Silver Shine,0.0,110.0
Grocery,Everest Chicken Masala,50.0,48.0
Grocery,Everest Chicken Masala,100.0,96.0
Grocery,DMart Premia Black Pepper Powder,100.0,177.0
Packaged Food,Maggi Pazzta Masala Penne,65.0,35.0
Packaged Food,Sitashree Laxminarayan Cornflakes Chiwda,200.0,95.0
Grocery,Organic Tattva Kabuli Chana,500.0,199.0
Packaged Food,Rajam Snacks Yellow Banana Chips,300.0,159.0
Grocery,Organic Tattva Jaggery Powder,500.0,90.0
Grocery,DMart Premia Methi,100.0,15.0
Grocery,DMart Premia Methi,500.0,62.0
Shop By Room,Mangalam Pure Camphor,50.0,100.0
Shop By Room,Mangalam Pure Camphor,100.0,195.0
Shop By Room,Mangalam Pure Camphor,250.0,450.0
Shop By Room,Kaveri Premium Camphor,250.0,450.0
Shop By Room,Kaveri Premium Camphor,100.0,195.0
Shop By Room,Kaveri Premium Camphor,50.0,100.0
Shop By Room,Kaveri Premium Camphor,20.0,45.0
Home Utility & Organisers,Taina Cocktail Napkins,0.0,65.0
Home Utility & Organisers,Cleanplus Party Tissues,0.0,60.0
Personal Care & Beauty,Khadi Natural Sandalwood Soap,125.0,90.0
Grocery,DMart Premia Dhaniya Dal,100.0,53.0
Home Utility & Organisers,Gala Quick Spin Mop,0.0,1899.0
Personal Care & Beauty,Khadi Natural Aloevera Soap,125.0,90.0
Dairy & Beverages,B Natural Mixed Fruit Beverage,0.0,150.0
Dairy & Beverages,Chitale Fresh Paneer,200.0,93.0
Packaged Food,Chheda's Soya Snax,170.0,65.0
Grocery,Satyam Badishop,100.0,93.0
Home Utility & Organisers,Scotch-Brite Sponge Wipe 20 cm X 17.5 cm,0.0,380.0
Gifting,Bikaji Gulab Jamun Gol-M-Gol,0.0,275.0
Personal Care & Beauty,Garnier Colour Naturals 1 Black Hair Colour - 60 ml + 50 g,0.0,229.0
Grocery,Tata Sampann Organic Unpolished Chana Dal,0.0,222.0
Grocery,DMart Healthy Choice Unpolished Chana Dal,0.0,148.0
Personal Care & Beauty,Dabur Almond Hair Oil,0.0,350.0
Personal Care & Beauty,Garnier Colour Naturals 3 Darkest Brown Hair Colour - 60ml+50g,0.0,229.0
Grocery,Nachni Atta,500.0,57.0
Packaged Food,Yoga Bar Multigrain Energy Bar - Chocolate Chunk Nut,35.0,50.0
Packaged Food,Saffola Masala Oats Veggie Twist,500.0,249.0
Packaged Food,Saffola Masala Oats Veggie Twist,38.0,18.0
Grocery,Daawat Brown Basmati Rice,0.0,175.0
Dairy & Beverages,Duke's Club Soda,0.0,20.0
Personal Care & Beauty,Dabur Chyawanprash Awaleha,950.0,450.0
Personal Care & Beauty,Dabur Chyawanprash Awaleha,500.0,235.0
Personal Care & Beauty,Dabur Chyawanprash Awaleha,250.0,120.0
Personal Care & Beauty,Oral-B Gum Care Medium Toothbrush,0.0,190.0
Grocery,Everest Sambhar Masala,50.0,42.0
Grocery,Everest Sambhar Masala,100.0,80.0
Packaged Food,Ching's Dark Soy Sauce,200.0,60.0
Packaged Food,Ching's Dark Soy Sauce,700.0,90.0
Grocery,DMart Premia Til Black,100.0,55.0
Personal Care & Beauty,Patanjali Saundarya Aloe Vera Gel,0.0,100.0
Grocery,Everest Yellow Hing Powder,100.0,190.0
Personal Care & Beauty,Lux Fresh Splash with Cooling Mint & Sea Minerals Soap,0.0,198.0
Grocery,Everest Meat Masala,100.0,92.0
Personal Care & Beauty,Emami Kesh King Scalp & Hair Medicine Oil,0.0,399.0
Personal Care & Beauty,Himalaya Neem Turmeric Soap,0.0,221.0
Personal Care & Beauty,Pepsodent 2-In-1 Toothpaste,150.0,129.0
Personal Care & Beauty,Sunsilk - Stunning Black Shine Shampoo,0.0,209.0
Dairy & Beverages,Amul Diced Blend Cheese,0.0,570.0
Personal Care & Beauty,Nivea Men Deep Impact Fragnance Roll On,0.0,249.0
Grocery,DMart Premia Ajma,200.0,81.0
Kitchen & Dining,Butterfly Stainless Steel Outer Lid Curve Cooker,0.0,4851.0
Kitchen & Dining,Butterfly Stainless Steel Outer Lid Curve Cooker,0.0,3646.0
Grocery,Satyam Miri (Black Pepper),100.0,208.0
Grocery,DMart Premia Dhania Powder,100.0,28.0
Grocery,DMart Premia Dhania Powder,500.0,140.0
Grocery,DMart Premia Dhania Powder,0.0,245.0
Packaged Food,Yoga Bar Breakfast Protein Bar - Apricot Fig,45.0,60.0
Home & Kitchen,Scotch Brite Sponge Wipe,0.0,230.0
Packaged Food,Pringles Potato Chips - Original,107.0,125.0
Personal Care & Beauty,Medimix Ayurvedic Sandal Soap,0.0,310.0
Dairy & Beverages,Real Fruit Power Litchi,0.0,20.0
Dairy & Beverages,Real Fruit Power Litchi,0.0,125.0
Packaged Food,Yoga Bar Breakfast Protein Bar - Blueberry Pie,45.0,60.0
Personal Care & Beauty,Clinic Plus Strong & Long Shampoo,0.0,179.0
Dairy & Beverages,Amul Pro Whey Protein Malt Chocolate Drink,500.0,180.0
Personal Care & Beauty,Lifebuoy Total 10 Soap,0.0,180.0
Packaged Food,Nestle Kitkat Bar 4 Finger,38.5,35.0
Grocery,DMart Premia Haldi Powder,500.0,215.0
Grocery,DMart Premia Haldi Powder,0.0,390.0
Packaged Food,Chheda's Tomato Banana Chips,170.0,90.0
Packaged Food,Laxminarayan Best Poha Chiwda,400.0,190.0
Packaged Food,Maggi No Onion No Garlic Masala Noodles,70.0,20.0
Personal Care & Beauty,Navratna Ayurvedic Oil,0.0,175.0
Personal Care & Beauty,Navratna Ayurvedic Oil,0.0,240.0
Personal Care & Beauty,Navratna Ayurvedic Oil,0.0,380.0
Grocery,Satyam Udid (Urad) Dal,500.0,136.0
Packaged Food,Shri Ram Soan Papdi,200.0,68.0
Packaged Food,Lay's Spanish Tomato Tango Chips,80.0,50.0
Home & Kitchen,Scotch-Brite Scrub Pad 9.5x14 cm,0.0,110.0
Home & Kitchen,Harpic Hygienic Toilet Citrus Rim Block,26.0,95.0
Baby Care,Mamy Poko Pants Extra Absorb - Medium,0.0,599.0
Personal Care & Beauty,Khadi Natural Rosewater Soap,125.0,90.0
Grocery,Everest Tea Masala,100.0,132.0
Personal Care & Beauty,Colgate Zigzag Medium Toothbrush,0.0,155.0
Grocery,DMart Premia Jaipatri (Mace),20.0,170.0
Packaged Food,Chheda's Bhel Mix,500.0,150.0
Packaged Food,Cadbury Fuse Mini Treats Chocolate,93.0,120.0
Home Utility & Organisers,Scotch Brite Stainless Steel Scrubber + Scrub Pad Combo,0.0,40.0
Packaged Food,Lal Dharwad Peda,200.0,140.0
Grocery,DMart Premia Dhania Powder,200.0,52.0
Grocery,Tata Sampann Organic Unpolished (Kala) Chana,500.0,103.0
Grocery,Kolhapuri Surati Kurmura,500.0,80.0
Grocery,DMart Premia Amsul Wet Kokam,200.0,197.0
Personal Care & Beauty,Colgate Gentle Enamel Ultra Soft Toothbrush,0.0,320.0
Personal Care & Beauty,CleanPlus Face Tissues,0.0,145.0
Home & Kitchen,Godrej Aer Matic Automatic Air Freshener - Violet Valley Bloom,0.0,549.0
Home & Kitchen,Gala Swash Stain Steel Scourer - 1 Pc,0.0,40.0
Packaged Food,Royal Maska Khari,200.0,66.0
Home Utility & Organisers,Gala No-Dust Plastic Broom,0.0,200.0
Grocery,Suhana Chicken Biryani Mix,50.0,45.0
Grocery,Organic Tattva Moong Dal Yellow Split,0.0,310.0
Grocery,Satyam Rajma Pink,500.0,149.0
Dairy & Beverages,Amul Malai Paneer (Frozen),200.0,99.0
Dairy & Beverages,Amul Malai Paneer (Frozen),0.0,455.0
Home & Kitchen,Pril Perfect Tamarind Dishwash Liquid,0.0,215.0
Dairy & Beverages,Real Fruit Power Pomegranate,0.0,130.0
Personal Care & Beauty,L'Oreal Casting Creme Gloss 200 Ebony Black Hair Colour,0.0,729.0
Personal Care & Beauty,Khadi Natural Neem Tulsi Soap,125.0,90.0
Baby Care,Himalaya Gentle Baby Wipes,0.0,280.0
Dairy & Beverages,Lipton Pure & Light Green Tea,250.0,410.0
Grocery,DMart Premia Red Dried Dates (Kharik),100.0,66.0
Grocery,DMart Premia Red Dried Dates (Kharik),200.0,134.0
Grocery,DMart Premia Red Dried Dates (Kharik),500.0,278.0
Packaged Food,Borges Mini Penne Rigate Durum Wheat Pasta,350.0,160.0
Personal Care & Beauty,Nivea Men Active Clean Shower Gel,0.0,549.0
Grocery,DMart Premia Sugar Crystals (Khadi Shakkar),200.0,25.0
Personal Care & Beauty,L'Oreal Excellence Creme 4 Natural Brown,0.0,769.0
Grocery,Satyam Kashmiri Chilly,100.0,107.0
Packaged Food,Dukes Waffy Strawberry Flavoured Wafer Biscuits,55.0,50.0
Home Utility & Organisers,Scotch-Brite Bathroom Squeegee - 99 cm X 30 cm,0.0,450.0
Gifting,Pigeon ESS Non-Stick Gift Set (Red) - 7 Pieces,0.0,2995.0
Personal Care & Beauty,Dove Intense Repair Conditioner,0.0,285.0
Grocery,DMart Premia Soyabean,500.0,67.0
Personal Care & Beauty,TRESemmé Smooth & Shine Shampoo,0.0,228.0
Dairy & Beverages,Amul Kool Kesar Milk,0.0,25.0
Home & Kitchen,Godrej Aer Matic Air Freshener Violet Valley Bloom Refill,0.0,315.0
Home & Kitchen,Good Knight Gold Flash,0.0,85.0
Baby Care,Huggies Wonder Pants - Large,0.0,1499.0
Personal Care & Beauty,Khadi Natural Chandan Haldi Soap,125.0,90.0
Grocery,DMart Premia Garam Masala Powder Deluxe,100.0,72.0
Grocery,DMart Premia Garam Masala Powder Deluxe,200.0,138.0
Packaged Food,Yoga Bar Multigrain Energy Bar - Nuts & Seeds,35.0,50.0
Grocery,24 Mantra Organic Jaggery Powder,500.0,90.0
Dairy & Beverages,Gowardhan Processed Cheese,400.0,260.0
Dairy & Beverages,Gowardhan Processed Cheese,0.0,545.0
Grocery,Jawari,0.0,900.0
Packaged Food,Dukes Waffy Chocolate Flavoured Wafer Biscuits,55.0,50.0
Dairy & Beverages,Women's Horlicks Chocolate Health Drink,400.0,365.0
Grocery,DMart Premia Malwani Masala Deluxe,200.0,135.0
Packaged Food,Cadbury Bournville Cranberry Dark Chocolate Bar,78.0,140.0
Grocery,Borges Pure Olive Oil - Classic (1 L),916.0,2200.0
Grocery,Satyam Chana Small,500.0,83.0
Grocery,24 Mantra Organic Whole Wheat Atta,0.0,395.0
Personal Care & Beauty,Colgate Kids Toothpaste - Strawberry,80.0,200.0
Home & Kitchen,Good Knight Gold Flash Machine & Refill,0.0,105.0
Shop By Room,Cycle Navin Pure Sambrani,0.0,72.0
Packaged Food,Rajam Snacks Madras Mixture,300.0,112.0
Packaged Food,Rajam Snacks Madras Mixture,150.0,61.0
Home Utility & Organisers,Scotch Brite Double Side Toilet Brush,0.0,250.0
Dairy & Beverages,Chitale Full Cream Amba Shrikhand,250.0,85.0
Dairy & Beverages,Chitale Full Cream Amba Shrikhand,500.0,158.0
Dairy & Beverages,Real Fruit Power Apple,0.0,115.0
Personal Care & Beauty,Gillette Shaving Foam - Sensitive,418.0,275.0
Personal Care & Beauty,Himalaya Anti-Dandruff Shampoo,0.0,339.0
Personal Care & Beauty,Lifebuoy Germ Guard+ Soap,0.0,318.0
Packaged Food,Maggi Special Masala Noodles,70.0,20.0
Personal Care & Beauty,Johnson's Baby Shampoo,0.0,240.0
Personal Care & Beauty,Johnson's Baby Shampoo,0.0,525.0
Grocery,Organic Tattva Kala Chana,500.0,120.0
Personal Care & Beauty,Khadi Natural Lemon Soap,125.0,90.0
Grocery,Suhana Paneer Tikka Mix Masala,50.0,45.0
Packaged Food,Paper Boat Chikki - 6x16 g,96.0,42.0
Packaged Food,Kellogg's Chocos Moons & Stars,360.0,235.0
Packaged Food,Dukes Nice Sugar Sprinkled Coconut Biscuits,145.0,35.0
Personal Care & Beauty,Gillette Simply Venus Razor,0.0,396.0
Personal Care & Beauty,Gillette Simply Venus Razor,0.0,99.0
Home & Kitchen,Godrej Aer Spray - Cool Surf Blue,0.0,99.0
Personal Care & Beauty,Colgate Cibaca Toothpaste,0.0,138.0
Home Utility & Organisers,Gala Kitchen Sponge Wipe,0.0,299.0
Grocery,Badshah Mumbai Bhaji Pav Masala,100.0,90.0
Grocery,DMart Premia Sugar Candy,200.0,34.0
Packaged Food,Kellogg's Multigrain Chocos Fills,250.0,205.0
Personal Care & Beauty,Gillette Fusion Cartridges,0.0,625.0
Personal Care & Beauty,Gillette Fusion Cartridges,0.0,1149.0
Packaged Food,Dr. Oetker FunFoods Pasta & Pizza Red Sauce,315.0,99.0
Packaged Food,Dr. Oetker FunFoods Pasta & Pizza Red Sauce,800.0,199.0
Personal Care & Beauty,Santoor Sandal Almond Soap,0.0,179.0
Packaged Food,Saffola Oats,0.0,195.0
Home Utility & Organisers,Gala Double Lip Bathroom Wiper,0.0,245.0
Packaged Food,Amul Frozen Rasmalai,500.0,250.0
Grocery,Satyam Masoor Whole,500.0,96.0
Personal Care & Beauty,Dabur Amla Hair Oil,450.0,235.0
Home Utility & Organisers,Gala Turbo Spin Mop Set,0.0,2600.0
Home Utility & Organisers,Gala Deck Mop With Handle,0.0,225.0
Personal Care & Beauty,Dove Dandruff Care Shampoo,0.0,1111.0
Packaged Food,Pringles Potato Chips - Peri Peri,102.0,125.0
Dairy & Beverages,Cadbury Bournvita 5 Star Magic Health Drink,750.0,480.0
Dairy & Beverages,DMart Premia Tea Masala,50.0,67.0
Grocery,Satyam Safed (White) Vatana,500.0,86.0
Personal Care & Beauty,Parachute Advanced Jasmine Hair Oil,0.0,162.0
Baby Care,Himalaya Extra Moisturizing Baby Soap,125.0,100.0
Personal Care & Beauty,Patanjali Saffron Chyawanprash,0.0,360.0
Grocery,Badshah Hing Compounded,50.0,110.0
Dairy & Beverages,Horlicks Classic Malt Jar,500.0,294.0
Home & Kitchen,Meadows Air Freshener Jasmine Glow,10.0,52.0
Grocery,Satyam Math (Matki),500.0,152.0
Grocery,Satyam Chowla,500.0,152.0
Dairy & Beverages,Amul Kool Café Milk,0.0,30.0
Dairy & Beverages,Nestle A+ Toned Milk,0.0,111.0
Home Utility & Organisers,Gala Microfiber Cleaning Cloth,0.0,320.0
Home & Kitchen,Odonil Spray On Lavender Breeze,0.0,169.0
Personal Care & Beauty,Veet Silk and Fresh Hair Removal Cream - Sensitive Skin,50.0,175.0
Personal Care & Beauty,Veet Silk and Fresh Hair Removal Cream - Sensitive Skin,100.0,314.0
Grocery,24 Mantra Organic Sugar,0.0,145.0
Packaged Food,Bagrry's Crunchy Muesli With Almonds-Raisins-Honey,0.0,659.0
Grocery,DMart Premia Charoli,50.0,228.0
Grocery,DMart Premia Charoli,100.0,448.0
Baby Care,Johnson's Baby Soap,0.0,405.0
Personal Care & Beauty,Nivea Creme,0.0,449.0
Personal Care & Beauty,Nivea Creme,0.0,245.0
Packaged Food,Cadbury Dairy Milk Silk Mousse Chocolate Bar,110.0,220.0
Packaged Food,Veeba Chipotle Southwest Dressing,300.0,199.0
Packaged Food,Mother's Recipe Mango Pickle - Jar,0.0,270.0
Grocery,Ramdev Chilli Powder,200.0,96.0
Home Utility & Organisers,Gala No Dust Broom XL,0.0,210.0
Packaged Food,MTR Gulab Jamun Mix,180.0,150.0
Packaged Food,Amul Kaju Katri,200.0,230.0
Packaged Food,Amul Kaju Katri,500.0,525.0
Home & Kitchen,Odonil Nature Rose Garden Room Freshener Spray,0.0,169.0
Baby Care,Himalaya Extra Soft & Gentle Baby Cream,0.0,310.0
Grocery,Suhana Paneer Butter Masala Mix,50.0,45.0
Grocery,Satyam Pumpkin Seeds,100.0,104.0
Packaged Food,Cadbury Gems Minis Home Treats Pack,117.55,100.0
Packaged Food,Chitale Bandhu Instant Gulab Jamun Mix,200.0,95.0
Packaged Food,Chitale Bandhu Instant Gulab Jamun Mix,400.0,178.0
Baby Care,Mamy Poko Pants Extra Absorb - Small,0.0,599.0
Personal Care & Beauty,Fresh Ones Soft & Silky Facial Tissues,0.0,110.0
Personal Care & Beauty,Fresh Ones Soft & Silky Facial Tissues,0.0,190.0
Grocery,Satyam Bedgi Chilly,100.0,78.0
Packaged Food,Cadbury Chocobakes ChocLayered Cakes,114.0,90.0
Packaged Food,Dukes Waffy Vanilla Flavoured Wafer Biscuits,55.0,50.0
Personal Care & Beauty,Gillette Shaving Foam - Regular,50.0,90.0
Personal Care & Beauty,Gillette Shaving Foam - Regular,418.0,275.0
Dairy & Beverages,Gowardhan Go Pizza Cheese,200.0,185.0
Grocery,Satyam Jaggery,500.0,67.0
Personal Care & Beauty,Pears Oil-Clear & Glow Soap Bar,75.0,63.0
Personal Care & Beauty,Gillette Guard,0.0,151.0
Personal Care & Beauty,Gillette Guard,0.0,109.0
Packaged Food,Borges Mini Fusilli Durum Wheat Pasta,350.0,160.0
Dairy & Beverages,Amul Kool Badam Milk,0.0,25.0
Grocery,Everest Tandoori Chicken Masala,100.0,92.0
Home & Kitchen,Harpic Hygienic Toilet Rim Block - Jasmine,26.0,95.0
Packaged Food,Veeba Pasta & Pizza Sauce,280.0,99.0
Packaged Food,Veeba Pasta & Pizza Sauce,525.0,175.0
Grocery,Ramdev Turmeric Powder,200.0,92.0
Packaged Food,Kellogg's Iron Shakti Corn Flakes,251.0,99.0
Packaged Food,Rajam Snacks Tukda Murukku,400.0,167.0
Packaged Food,Act II Butter Delite Flavour Popcorn,450.0,135.0
Personal Care & Beauty,Himalaya Anti Hair Fall Shampoo,0.0,165.0
Shop By Room,Cycle Woods Agarbathi,0.0,125.0
Grocery,Satyam Dalia,200.0,59.0
Dairy & Beverages,Mapro Restore Lemon Barley Water,0.0,270.0
Packaged Food,Yoga Bar Muesli Fruits Nuts And Seeds,700.0,499.0
Packaged Food,Yoga Bar Muesli Fruits Nuts And Seeds,400.0,390.0
Packaged Food,Chheda's Golden Mix,500.0,160.0
Packaged Food,Kellogg's Crunchy Granola Almonds & Cranberries,460.0,405.0
Packaged Food,Veeba Peanut Butter Crunchy,900.0,299.0
Dairy & Beverages,Girnar Cardamom Instant Premix Chai,140.0,150.0
Grocery,Satyam Chana Dal,500.0,96.0
Grocery,DMart Premia Dinkh (Edible Gum),100.0,59.0
Home & Kitchen,Godrej Aer Bathroom Fragrance - Bright Tangy Delight,10.0,65.0
Packaged Food,RiteBite Max Protein Daily Choco Almond Bar,50.0,80.0
Personal Care & Beauty,Gillette Vector Twin Blades Cartridges,0.0,235.0
Dairy & Beverages,Lipton Green Tea - Lemon Zest,0.0,190.0
Grocery,DMart Premia Jaifal,0.0,66.0
Grocery,Maggi Magic Cubes - Vegetarian Masala,40.0,35.0
Packaged Food,Lal Premium Mysore Pak,200.0,140.0
Home Utility & Organisers,Gala Advanced Floor Cloth,0.0,255.0
Grocery,DMart Premia Premium Kaju (Cashews) - 210,100.0,222.0
Grocery,DMart Premia Premium Kaju (Cashews) - 210,200.0,442.0
Grocery,DMart Premia Premium Kaju (Cashews) - 210,500.0,847.0
Dairy & Beverages,Chitale Dahi,400.0,60.0
Packaged Food,Britannia Treat Orange Cream Wafer,50.0,50.0
Shop By Room,Cycle Durgeshwari Sambrani Dhoop,0.0,24.0
Packaged Food,Haldiram's Tasty Nuts,350.0,105.0
Grocery,DMart Premia Ginger Powder,100.0,73.0
Dairy & Beverages,Amul Shrikhand Elaichi,200.0,52.0
Dairy & Beverages,Amul Shrikhand Elaichi,500.0,115.0
Home & Kitchen,Dettol Menthol Cool Disinfectant Liquid,0.0,256.88
Grocery,Falcon Zahdi Dates Seedless,500.0,165.0
Personal Care & Beauty,Colgate Slim Soft Charcoal Toothbrush,0.0,220.0
Grocery,Nutraj Dry Seeded Dates (Chuara-Khareek),500.0,249.0
Personal Care & Beauty,Garnier Original Black 2.0 Natural Cream Colour,0.0,45.0
Home & Kitchen,Scotch Brite Steel Scrubber,0.0,150.0
Packaged Food,Blue Bird Penne Pasta,500.0,135.0
Home Utility & Organisers,Scotch Brite No Dust Broom,0.0,375.0
Dairy & Beverages,Mother Dairy Cheese Slices,200.0,170.0
Personal Care & Beauty,Pond's Triple Vitamin Moisturising Body Lotion,0.0,790.0
Grocery,Blue Bird Corn Flour,200.0,48.0
Grocery,Blue Bird Corn Flour,500.0,85.0
Home Utility & Organisers,Gala Sponge Wipe Set,0.0,199.0
Packaged Food,Chitale Khaman Mix,200.0,47.0
Packaged Food,Chitale Khaman Mix,400.0,90.0
Dairy & Beverages,Britannia Cheezza Pizza Cheese,200.0,135.0
Dairy & Beverages,Britannia Cheezza Pizza Cheese,400.0,270.0
Grocery,Everest Kesari Milk Masala,50.0,210.0
Personal Care & Beauty,TRESemmé Hairfall Defense Conditioner,0.0,318.0
Gifting,Bikaji Manbhavan Soan Papdi,450.0,135.0
Grocery,DMart Premia IR Boiled Rice,0.0,71.0
Personal Care & Beauty,Pears Pure Gentle Soap,75.0,58.0
Grocery,DMart Premia Kalvanji,100.0,56.0
Personal Care & Beauty,Lifebuoy Total 10 Handwash,0.0,119.0
Personal Care & Beauty,Hand-Aid Total Protection Liquid Handwash,0.0,135.0
Packaged Food,Britannia Tiger Krunch Chocochips Biscuits,0.0,150.0
Packaged Food,Parle Grand Londonderry Caramelised Milk Candy,198.0,60.0
Home & Kitchen,Gala Scrub Pad,0.0,85.0
Grocery,Badshah Kitchen King Masala,100.0,90.0
Home & Kitchen,Godrej Aer Spray - Fresh Lush Green,0.0,99.0
Gifting,Crompton Greaves Ameo Mixer Grinder - 3 Jars (750 W),0.0,6600.0
Packaged Food,Rajam Snacks Tukda Masala Murukku,400.0,167.0
Grocery,DMart Premia Eating Soda,200.0,24.0
Dairy & Beverages,Paper Boat Aamras,0.0,40.0
Packaged Food,Dukes Waffy Strawberry Roll,250.0,180.0
Dairy & Beverages,Mother Dairy Cheese Cubes,180.0,145.0
Baby Care,Himalaya Baby Massage Oil,0.0,240.0
Dairy & Beverages,Paper Boat Alphonso Aam,0.0,25.0
Grocery,Suhana Mutter Paneer Mix Masala,50.0,45.0
Personal Care & Beauty,Pantene Pro-V Silky Smooth Care Shampoo,0.0,1020.0
Grocery,Everest Special Chatpat Kanda Lasun Masala,200.0,66.0
Personal Care & Beauty,Garnier Black Naturals Natural Brown 4.0 Hair Colour,0.0,45.0
Personal Care & Beauty,L'Oréal Paris Fall Resist 3X Conditioner,0.0,279.0
Personal Care & Beauty,Garnier Colour Naturals 4 Brown Hair Colour - 60 ml + 50 g,0.0,229.0
Packaged Food,Maggi Masala Cuppa Noodles,70.0,50.0
Personal Care & Beauty,Pond's Bright Beauty SPF 15 Day Cream,35.0,174.0
Packaged Food,Rajam Snacks Murukku,150.0,86.0
Packaged Food,Haldiram's Besan Ladoo,500.0,320.0
Grocery,Badshah Rajwadi Garam Masala,100.0,98.0
Grocery,Satyam Rajgira Flour,500.0,136.0
Packaged Food,Ching's Chilli Vinegar,0.0,50.0
Personal Care & Beauty,Gillette 3 Presto,0.0,240.0
Packaged Food,Bagrry's Corn Flakes,800.0,399.0
Packaged Food,Act II Classic Salted Popcorn,30.0,10.0
Personal Care & Beauty,Dove Dandruff Therapy Shampoo,0.0,246.0
Home Utility & Organisers,Scotch Brite Floor Squeegee,0.0,500.0
Grocery,Badshah Chat Masala,100.0,85.0
Packaged Food,Dukes Bourbon Biscuits,125.0,36.0
Personal Care & Beauty,Gillette Mach3 Turbo Cartridges,0.0,425.0
Personal Care & Beauty,Gillette Mach3 Turbo Cartridges,0.0,745.0
Grocery,Tata Sampan Organic Unpolished Masoor Dal,500.0,120.0
Home Utility & Organisers,Pedigree Adult Dog Food Chicken & Liver Chunks Flavour In Gravy,70.0,50.0
Dairy & Beverages,Amul Lactose Free Milk,0.0,26.0
Personal Care & Beauty,Dabur Chyawanprash,0.0,595.0
Personal Care & Beauty,Godrej Shikakai 3-In-1 Soap,75.0,38.0
Personal Care & Beauty,Dettol Original Liquid Handwash Pump,0.0,99.0
Personal Care & Beauty,Whisper Choice Extra Long (XL) Pads,0.0,120.0
Dairy & Beverages,Amul Shrikhand Mango,500.0,115.0
Grocery,Everest Pani Puri Masala,50.0,40.0
Grocery,Badshah Biryani Pulav Masala,100.0,165.0
Packaged Food,Rajam Mix Farsan,400.0,160.0
Personal Care & Beauty,L'Oreal Paris Colour Protect Shampoo,0.0,219.0
Personal Care & Beauty,L'Oreal Paris Colour Protect Shampoo,0.0,459.0
Dairy & Beverages,Amul Amrakhand,500.0,115.0
Home Utility & Organisers,Gala Clip N Fit Cotton Mop,0.0,460.0
Home & Kitchen,Godrej Aer Matic Petal Crush Pink Refill,0.0,315.0
Packaged Food,Bikaji Falahari Mix,170.0,80.0
Dairy & Beverages,Amul Shrikhand Badam Pista,200.0,57.0
Dairy & Beverages,Amul Shrikhand Badam Pista,500.0,130.0
Personal Care & Beauty,Parachute Advansed Jasmine Coconut Hair Oil,0.0,265.0
Packaged Food,Mother's Recipe Mixed Pickle Jar,0.0,270.0
Grocery,Suhana Chicken Gravy Mix,80.0,50.0
Grocery,Satyam Moong Chilti,500.0,126.0
Packaged Food,Borges Apple Cider Vinegar With The Mother,0.0,400.0
Grocery,DMart Premia Kokam Rind Lonavala,100.0,154.0
Personal Care & Beauty,Fogg Dynamic Fragrance Body Spray,0.0,299.0
Personal Care & Beauty,Emami Smart And Handsome Cream,60.0,180.0
Packaged Food,Britannia Treat Strawberry Cream Wafer,50.0,50.0
Home & Kitchen,Odonil Joyful Lavender Air Freshener Zipper,10.0,60.0
